Total,Clearance,Circulation,PairwiseDistance,PairwiseAngle,ConversationDistance,ConversationAngle,Balance,Alignment,WallAlignment,Symmetry,Emphasis,AcceptanceProbability,Iteration
-78.184840,0.000000,0.000000,-1.151985,-2.097203,-3.656283,-3.987256,1.066548,-9.378556,-4.223895,6.351598,-0.791476,0.839077,242.000000
-78.310780,0.000000,0.000000,-1.155094,-2.109406,-3.661422,-3.918955,1.025513,-9.378556,-4.223895,5.976081,-0.802357,1.000000,243.000000
-78.157600,0.000000,0.000000,-1.155512,-2.111578,-3.661422,-3.963923,1.027526,-9.254562,-4.167743,5.972924,-0.817910,0.857979,244.000000
-77.569370,0.000000,0.000000,-1.156470,-2.115450,-3.661422,-4.070776,1.032362,-8.886678,-4.021691,5.967912,-0.854370,0.555311,245.000000
-77.570470,0.000000,0.000000,-1.199420,-2.113411,-3.812099,-3.882619,1.063280,-8.886678,-4.021691,5.325652,-0.710112,1.000000,246.000000
-78.138680,0.000000,0.000000,-1.194790,-2.098442,-3.812099,-3.572201,1.051453,-9.613925,-4.354895,5.379030,-0.609451,1.000000,247.000000
-78.522850,0.000000,0.000000,-1.183779,-2.094640,-3.809674,-3.676645,1.054771,-9.613925,-4.354895,5.598128,-0.641765,1.000000,250.000000
-78.209050,0.000000,0.000000,-1.186667,-2.099126,-3.775587,-3.619083,1.046344,-9.613925,-4.354895,5.463651,-0.634360,0.730662,251.000000
-77.688510,0.000000,0.000000,-1.159297,-2.111071,-3.518091,-3.694542,0.995432,-9.613925,-4.354895,5.601926,-0.747963,0.594201,252.000000
-77.469900,0.000000,0.000000,-1.158433,-2.106398,-3.518091,-3.600422,0.993414,-9.699230,-4.434552,5.614158,-0.715974,0.803639,255.000000
-77.323200,0.000000,0.000000,-1.194405,-2.098006,-3.755257,-3.385989,1.036009,-9.699230,-4.434552,5.243055,-0.570007,0.863548,256.000000
-77.330280,0.000000,0.000000,-1.194433,-2.098127,-3.755257,-3.387766,1.036063,-9.698417,-4.433297,5.242636,-0.570605,1.000000,257.000000
-77.802550,0.000000,0.000000,-1.174435,-2.096985,-3.683572,-3.557171,1.027227,-9.698417,-4.433297,5.537929,-0.640929,1.000000,258.000000
-76.414180,0.058415,0.000000,-1.162031,-2.112647,-3.472819,-3.457341,0.977998,-9.698417,-4.433297,5.320379,-0.700146,0.249481,260.000000
-76.045700,0.084663,0.000000,-1.164595,-2.116869,-3.472819,-3.798790,0.981574,-9.069918,-4.091536,5.284295,-0.809157,0.691787,261.000000
-75.994250,0.085405,0.000000,-1.164663,-2.116761,-3.472819,-3.808918,0.981707,-9.038050,-4.079038,5.283668,-0.812269,0.949849,262.000000
-76.521970,0.017409,0.000000,-1.209266,-2.115802,-3.771572,-3.598659,1.041101,-9.038050,-4.079038,4.933748,-0.653316,1.000000,263.000000
-76.892590,0.013476,0.000000,-1.207637,-2.113288,-3.771572,-3.470038,1.037848,-9.373410,-4.221455,4.957604,-0.612423,1.000000,265.000000
-76.176510,0.019651,0.000000,-1.210136,-2.116372,-3.771572,-3.672191,1.042938,-8.802199,-3.990928,4.921798,-0.676243,0.488668,268.000000
-76.591750,0.016864,0.000000,-1.209049,-2.115569,-3.771572,-3.580831,1.040653,-9.090592,-4.099734,4.936829,-0.647709,1.000000,270.000000
-76.956090,0.010943,0.000000,-1.206502,-2.110596,-3.771572,-3.386480,1.035729,-9.533477,-4.304144,4.975168,-0.585304,1.000000,271.000000
-77.915950,0.000000,0.000000,-1.231263,-2.091231,-3.860095,-3.555158,1.087312,-9.533477,-4.304144,5.282983,-0.545839,1.000000,273.000000
-77.568970,0.000000,0.000000,-1.252570,-2.095590,-3.922966,-3.413599,1.084886,-9.533477,-4.304144,5.056526,-0.502227,0.706816,275.000000
-77.349890,0.000000,0.000000,-1.249418,-2.086761,-3.922966,-3.297340,1.079864,-9.672448,-4.402527,5.089700,-0.463409,0.803259,276.000000
-77.037450,0.000000,0.000000,-1.330853,-2.046469,-3.854301,-3.367521,1.138909,-9.672448,-4.402527,5.338519,-0.380518,0.731660,277.000000
-78.143260,0.000000,0.000000,-1.331993,-2.089725,-3.854301,-3.497467,1.066920,-9.815556,-4.250144,5.365963,-0.430742,1.000000,281.000000
-77.989910,0.000000,0.000000,-1.332619,-2.111381,-3.854301,-3.570664,1.028456,-9.650478,-4.108291,5.384440,-0.456784,0.857829,282.000000
-78.686100,0.000000,0.000000,-1.336626,-2.099350,-3.888328,-3.664582,1.048122,-9.650478,-4.108291,5.255946,-0.406502,1.000000,285.000000
-78.462140,0.000000,0.000000,-1.336953,-2.108971,-3.888328,-3.701019,1.032085,-9.517182,-4.033239,5.263263,-0.419293,0.799346,288.000000
-78.749380,0.000000,0.000000,-1.336479,-2.094911,-3.888328,-3.648299,1.055415,-9.698076,-4.139536,5.252824,-0.400680,1.000000,289.000000
-78.402500,0.000000,0.000000,-1.335228,-2.054945,-3.888328,-3.513277,1.118593,-9.813470,-4.339595,5.230433,-0.349998,0.706886,292.000000
-78.718770,0.000000,0.000000,-1.338024,-2.053196,-3.923245,-3.535439,1.134140,-9.813470,-4.339595,5.143535,-0.333210,1.000000,293.000000
-78.365450,0.000000,0.000000,-1.334670,-2.025505,-3.846575,-3.581620,1.104936,-9.813470,-4.339595,5.293301,-0.260600,0.702354,294.000000
-78.741330,0.000000,0.000000,-1.338253,-2.051396,-3.923637,-3.540908,1.134647,-9.813470,-4.339595,5.139235,-0.326389,1.000000,295.000000
-78.718610,0.000000,0.000000,-1.338021,-2.053610,-3.923791,-3.534437,1.134295,-9.813470,-4.339595,5.143065,-0.334572,0.977536,296.000000
-78.003240,0.000000,0.000000,-1.331596,-2.034973,-3.814170,-3.540207,1.086746,-9.813470,-4.339595,5.389747,-0.304474,0.489015,297.000000
-77.731530,0.000000,0.000000,-1.329263,-2.026541,-3.772748,-3.545489,1.066397,-9.813470,-4.339595,5.497617,-0.290928,0.762073,298.000000
-77.864250,0.000000,0.000000,-1.329387,-2.032360,-3.772748,-3.562385,1.057513,-9.825691,-4.320541,5.499346,-0.298407,1.000000,299.000000
-77.103130,0.000000,0.000000,-1.324861,-2.042071,-3.711012,-3.486926,1.018990,-9.825691,-4.320541,5.705546,-0.345899,0.467145,300.000000
-77.032630,0.000000,0.000000,-1.326338,-2.073815,-3.768251,-3.385376,1.048938,-9.825691,-4.320541,5.592175,-0.425622,0.931925,301.000000
-77.033710,0.000000,0.000000,-1.326795,-2.080719,-3.785217,-3.362813,1.057699,-9.825691,-4.320541,5.562858,-0.442600,1.000000,302.000000
-77.211220,0.000000,0.000000,-1.326598,-2.062465,-3.759242,-3.434420,1.044908,-9.825691,-4.320541,5.590418,-0.394405,1.000000,304.000000
-77.085860,0.000000,0.000000,-1.326325,-2.069228,-3.762443,-3.404096,1.046059,-9.825691,-4.320541,5.597235,-0.413466,0.882181,306.000000
-77.151440,0.000000,0.000000,-1.327366,-2.080242,-3.794315,-3.373602,1.062471,-9.825691,-4.320541,5.535172,-0.439931,1.000000,307.000000
-77.079480,0.000000,0.000000,-1.327289,-2.076781,-3.794315,-3.363870,1.068698,-9.817798,-4.334223,5.532519,-0.436031,0.930561,308.000000
-77.293820,0.000000,0.000000,-1.328255,-2.073780,-3.806427,-3.389836,1.075037,-9.817798,-4.334223,5.489287,-0.425482,1.000000,309.000000
-77.896090,0.000000,0.000000,-1.331664,-2.069957,-3.855233,-3.445464,1.099089,-9.817798,-4.334223,5.347122,-0.404961,1.000000,310.000000
-77.414770,0.000000,0.000000,-1.329079,-2.076498,-3.823895,-3.390403,1.083520,-9.817798,-4.334223,5.449316,-0.430665,0.617970,312.000000
-77.511920,0.000000,0.000000,-1.330050,-2.114521,-3.823895,-3.508985,1.014110,-9.665667,-4.117902,5.482491,-0.474455,1.000000,313.000000
-77.825440,0.000000,0.000000,-1.329947,-2.092551,-3.788512,-3.613950,0.997149,-9.665667,-4.117902,5.508745,-0.410588,1.000000,314.000000
-77.934710,0.000000,0.000000,-1.329690,-2.081877,-3.788512,-3.579428,1.015430,-9.758829,-4.186376,5.501347,-0.396806,1.000000,315.000000
-77.936130,0.000000,0.000000,-1.329682,-2.081551,-3.788512,-3.578395,1.015983,-9.761021,-4.188304,5.501133,-0.396388,1.000000,316.000000
-79.101750,0.000000,0.000000,-1.338124,-2.057664,-3.872341,-3.720716,1.067402,-9.761021,-4.188304,5.233217,-0.284522,1.000000,319.000000
-79.053440,0.000000,0.000000,-1.338124,-2.092676,-3.872341,-3.787670,1.088838,-9.659538,-4.056672,5.242019,-0.283174,0.952839,320.000000
-79.114980,0.000000,0.000000,-1.338124,-2.080267,-3.872341,-3.762734,1.081482,-9.714277,-4.106302,5.240930,-0.283336,1.000000,326.000000
-76.039180,0.003211,0.000000,-0.338124,-1.936825,-3.922207,-3.668242,1.121487,-9.714277,-4.106302,5.158650,-0.289231,0.046153,327.000000
-77.165360,0.000000,0.000000,-0.873064,-1.904939,-3.922207,-3.613048,1.088885,-9.725087,-4.262576,5.108432,-0.300020,1.000000,328.000000
-77.218520,0.000000,0.000000,-0.870628,-1.926739,-3.922207,-3.648614,1.111871,-9.752746,-4.160766,5.144849,-0.291932,1.000000,330.000000
-77.335490,0.000000,0.000000,-1.335415,-1.942286,-3.774764,-3.640707,1.121487,-9.752746,-4.160766,5.377033,-0.285423,1.000000,333.000000
-78.498950,0.000000,0.000000,-1.321479,-2.009718,-3.860046,-3.697202,1.090103,-9.752746,-4.160766,5.249725,-0.285097,1.000000,334.000000
-78.283340,0.000000,0.000000,-1.273962,-2.033876,-3.860046,-3.744910,1.107010,-9.660619,-4.057530,5.261700,-0.283235,0.806052,335.000000
-77.725430,0.000000,0.000000,-1.220540,-2.024949,-3.798714,-3.735673,1.115516,-9.660619,-4.057530,5.353915,-0.282526,0.572401,336.000000
-77.520030,0.000000,0.000000,-1.201861,-2.039527,-3.798714,-3.768358,1.125500,-9.560908,-3.988430,5.353940,-0.282523,0.814329,337.000000
-78.139990,0.000000,0.000000,-1.247181,-2.060281,-3.854134,-3.785538,1.113643,-9.560908,-3.988430,5.271299,-0.282885,1.000000,338.000000
-75.334030,0.000000,0.000000,-0.967317,-1.900800,-3.765166,-3.644490,1.182023,-9.560908,-3.988430,5.416465,-0.283947,0.060449,339.000000
-76.336850,0.000000,0.000000,-1.293216,-1.953642,-3.727525,-3.690187,1.165512,-9.560908,-3.988430,5.475965,-0.281871,1.000000,342.000000
-77.577610,0.058247,0.000000,-0.338124,-2.162726,-3.968262,-3.855668,1.078246,-9.560908,-3.988430,5.109872,-0.284057,1.000000,343.000000
-78.070660,0.000000,0.000000,-0.496319,-2.227642,-3.786689,-3.926891,1.067273,-9.560908,-3.988430,5.331245,-0.290526,1.000000,345.000000
-77.812480,0.014664,0.000000,-0.338124,-2.201105,-3.883068,-3.890893,1.071149,-9.560908,-3.988430,5.211341,-0.285788,0.772457,346.000000
-77.768350,0.015321,0.000000,-0.338124,-2.205973,-3.883068,-3.901527,1.073435,-9.529002,-3.969188,5.208808,-0.286215,0.956824,350.000000
-78.433720,0.080112,0.000000,-0.338124,-2.251020,-4.019138,-3.917068,1.058330,-9.529002,-3.969188,5.039204,-0.285304,1.000000,351.000000
-78.331220,0.117390,0.000000,-0.338124,-2.237735,-4.074610,-3.901823,1.061080,-9.529002,-3.969188,4.977498,-0.284904,0.902584,353.000000
-77.879540,0.102527,0.000000,-0.338124,-2.195629,-4.041296,-3.878528,1.071341,-9.529002,-3.969188,5.019019,-0.284512,0.636556,356.000000
-78.157780,0.094493,0.000000,-0.338124,-2.166506,-4.041296,-3.823037,1.057740,-9.689674,-4.082150,5.015475,-0.285080,1.000000,357.000000
-77.920200,0.101648,0.000000,-0.338124,-2.192359,-4.041296,-3.872008,1.069861,-9.551200,-3.982469,5.019076,-0.284503,0.788528,358.000000
-79.611170,0.040016,0.000000,-0.338124,-2.352730,-3.984107,-3.993130,1.029288,-9.551200,-3.982469,5.063951,-0.289871,1.000000,359.000000
-79.713460,0.031599,0.000000,-0.321159,-2.352730,-3.984107,-3.993130,1.002879,-9.449092,-4.103015,5.063951,-0.289871,1.000000,364.000000
-79.740330,0.032662,0.000000,-0.323322,-2.352730,-3.984107,-3.993130,1.006374,-9.475268,-4.090510,5.063951,-0.289871,1.000000,365.000000
-79.752200,0.033418,0.000000,-0.324852,-2.352730,-3.984107,-3.993130,1.008824,-9.491452,-4.081134,5.063951,-0.289871,1.000000,366.000000
-79.454840,0.136454,0.000000,-0.227969,-2.459528,-3.984107,-3.993130,1.021737,-9.491452,-4.081134,5.063951,-0.289871,0.742774,367.000000
-79.029370,0.046971,0.000000,-0.349633,-2.204969,-3.984107,-3.993130,0.977011,-9.491452,-4.081134,5.063951,-0.289871,0.653459,368.000000
-79.230110,0.155453,0.000000,-0.224900,-2.437268,-3.984107,-3.993130,1.017273,-9.491452,-4.081134,5.063951,-0.289871,1.000000,369.000000
-79.757470,0.315771,0.000000,-0.157374,-2.773248,-3.984107,-3.993130,1.054326,-9.491452,-4.081134,5.063951,-0.289871,1.000000,370.000000
-79.647780,0.300238,0.000000,-0.154055,-2.773248,-3.984107,-3.993130,1.034453,-9.346970,-4.135195,5.063951,-0.289871,0.896114,372.000000
-79.675380,0.191570,0.000000,-0.180333,-2.635147,-3.984107,-3.993130,1.025430,-9.346970,-4.135195,5.063951,-0.289871,1.000000,373.000000
-79.725600,0.194269,0.000000,-0.181248,-2.635147,-3.984107,-3.993130,1.029599,-9.385187,-4.125315,5.063951,-0.289871,1.000000,374.000000
-80.950140,0.065038,0.000000,-0.183625,-2.732299,-3.984107,-3.993130,1.057175,-9.385187,-4.125315,5.063951,-0.289871,1.000000,375.000000
-81.511700,0.013923,0.000000,-0.175533,-2.791422,-3.984107,-3.993130,1.073548,-9.385187,-4.125315,5.063951,-0.289871,1.000000,376.000000
-82.538930,0.000000,0.000000,-0.278927,-2.946278,-3.984107,-3.993130,1.098465,-9.385187,-4.125315,5.063951,-0.289871,1.000000,377.000000
-86.677410,0.000000,0.000000,-1.009574,-3.510319,-3.984107,-3.993130,1.193809,-9.385187,-4.125315,5.063951,-0.289871,1.000000,381.000000
-85.823970,0.000000,0.000000,-0.895469,-3.510319,-3.984107,-3.993130,1.152467,-9.063586,-4.172018,5.063951,-0.289871,0.425947,382.000000
-86.801960,0.000000,0.000000,-1.036652,-3.510319,-3.984107,-3.993130,1.203025,-9.435699,-4.108490,5.063951,-0.289871,1.000000,384.000000
-86.205460,0.000000,0.000000,-0.649471,-3.556252,-3.984107,-3.993130,1.237561,-9.435699,-4.108490,5.063951,-0.289871,0.550738,386.000000
-86.261760,0.012305,0.000000,-0.693227,-3.556252,-3.984107,-3.993130,1.265738,-9.531927,-4.046218,5.063951,-0.289871,1.000000,387.000000
-86.230280,0.000000,0.000000,-0.653904,-3.556252,-3.984107,-3.993130,1.240582,-9.449574,-4.102808,5.063951,-0.289871,0.969004,389.000000
-86.639290,0.000000,0.000000,-0.973108,-3.506792,-3.984107,-3.993130,1.228649,-9.449574,-4.102808,5.063951,-0.289871,1.000000,390.000000
-86.512680,0.000000,0.000000,-0.949493,-3.506792,-3.984107,-3.993130,1.216896,-9.389517,-4.124062,5.063951,-0.289871,0.881077,391.000000
-86.737450,0.000000,0.000000,-1.071450,-3.506792,-3.984107,-3.993130,1.273037,-9.551612,-3.987995,5.063951,-0.289871,1.000000,393.000000
-86.636040,0.000000,0.000000,-1.084558,-3.480718,-3.984107,-3.993130,1.271209,-9.551612,-3.987995,5.063951,-0.289871,0.903563,394.000000
-85.487920,0.000000,0.000000,-0.802160,-3.355129,-3.984107,-3.993130,1.241459,-9.551612,-3.987995,5.063951,-0.289871,0.317234,398.000000
-85.095340,0.000000,0.000000,-0.801209,-3.349756,-3.971269,-4.007510,1.202752,-9.551612,-3.987995,5.659101,-0.428216,0.675308,400.000000
-84.407110,0.000000,0.000000,-0.800976,-3.343214,-3.971269,-4.040583,1.223574,-9.208791,-4.026227,5.748609,-0.456946,0.502467,401.000000
-85.436910,0.000000,0.000000,-0.801233,-3.319044,-3.971269,-4.116474,1.200603,-9.580949,-3.982037,5.971051,-0.519802,1.000000,402.000000
-84.153150,0.000000,0.000000,-0.797566,-3.337019,-3.904184,-3.936620,1.193033,-9.580949,-3.982037,6.004302,-0.522856,0.276994,404.000000
-83.621400,0.000000,0.000000,-0.797455,-3.342794,-3.904184,-3.913806,1.206820,-9.367427,-4.014124,5.935472,-0.504777,0.587574,405.000000
-84.905310,0.000000,0.000000,-0.800375,-3.340344,-3.956188,-4.041846,1.235650,-9.367427,-4.014124,5.506746,-0.433355,1.000000,406.000000
-85.661790,0.000000,0.000000,-0.800584,-3.330451,-3.956188,-4.078685,1.216240,-9.671861,-3.958620,5.604583,-0.464245,1.000000,407.000000
-85.624140,0.000000,0.000000,-0.802442,-3.348537,-3.903237,-4.020670,1.275689,-9.671861,-3.958620,4.939824,-0.316759,0.963049,409.000000
-86.839090,0.000000,0.000000,-0.804344,-3.336314,-4.009134,-4.167002,1.264344,-9.671861,-3.958620,4.989318,-0.319916,1.000000,410.000000
-86.042340,0.017879,0.000000,-0.808481,-3.349521,-3.703545,-4.192171,1.324769,-9.671861,-3.958620,4.419933,-0.148723,0.450790,411.000000
-86.189730,0.019132,0.000000,-0.808580,-3.347940,-3.703545,-4.204305,1.321784,-9.728692,-3.938351,4.436977,-0.159702,1.000000,413.000000
-86.413490,0.026725,0.000000,-0.809136,-3.335693,-3.703545,-4.273324,1.305645,-9.863365,-3.777559,4.542840,-0.221980,1.000000,415.000000
-87.445720,0.019236,0.000000,-0.816227,-3.328720,-3.730831,-4.433169,1.334662,-9.863365,-3.777559,4.411875,-0.074309,1.000000,416.000000
-88.000550,0.000000,0.000000,-0.819599,-3.322717,-3.844163,-4.454895,1.342751,-9.863365,-3.777559,4.451807,-0.005360,1.000000,418.000000
-88.015810,0.000000,0.000000,-0.819561,-3.323567,-3.844163,-4.452708,1.343368,-9.864563,-3.786392,4.448692,-0.002312,1.000000,419.000000
-88.032600,0.000000,0.000000,-0.819114,-3.332569,-3.844163,-4.427414,1.350701,-9.827647,-3.878042,4.414814,0.032964,1.000000,420.000000
-88.034930,0.000000,0.000000,-0.819122,-3.332418,-3.844163,-4.427878,1.350563,-9.829155,-3.876540,4.415401,0.032317,1.000000,421.000000
-87.974440,0.000000,0.000000,-0.818964,-3.335202,-3.844163,-4.419105,1.353192,-9.795454,-3.903792,4.404533,0.044570,0.941307,423.000000
-88.227840,0.000000,0.000000,-0.812079,-3.332635,-4.012269,-4.336855,1.313603,-9.795454,-3.903792,4.527980,-0.120569,1.000000,426.000000
-88.176480,0.000000,0.000000,-0.812011,-3.334247,-4.012269,-4.331019,1.315475,-9.771319,-3.918255,4.518674,-0.113983,0.949928,428.000000
-88.210140,0.000000,0.000000,-0.812054,-3.333239,-4.012269,-4.334694,1.314294,-9.786922,-3.909246,4.524515,-0.118130,1.000000,429.000000
-88.466750,0.000000,0.000000,-0.811454,-3.326524,-4.114832,-4.326157,1.301646,-9.786922,-3.909246,4.635941,-0.142944,1.000000,430.000000
-88.540600,0.000000,0.000000,-0.816234,-3.311202,-4.200866,-4.323548,1.309932,-9.786922,-3.909246,4.697319,-0.029162,1.000000,432.000000
-88.063780,0.000000,0.000000,-0.810250,-3.313406,-4.111204,-4.297434,1.274782,-9.786922,-3.909246,4.901256,-0.219840,0.620758,433.000000
-87.877010,0.000000,0.000000,-0.808331,-3.317992,-4.080604,-4.280990,1.267990,-9.786922,-3.909246,4.940047,-0.263653,0.829637,435.000000
-88.084760,0.000000,0.000000,-0.809229,-3.321665,-4.090617,-4.294971,1.280092,-9.786922,-3.909246,4.816159,-0.221567,1.000000,436.000000
-88.240960,0.000000,0.000000,-0.812894,-3.308982,-4.151827,-4.306790,1.286049,-9.786922,-3.909246,4.837521,-0.148384,1.000000,438.000000
-88.203890,0.000000,0.000000,-0.813151,-3.306875,-4.155966,-4.302871,1.284587,-9.786922,-3.909246,4.859624,-0.148210,0.963608,439.000000
-88.274450,0.000000,0.000000,-0.813217,-3.307281,-4.155966,-4.314449,1.284775,-9.792955,-3.900093,4.856658,-0.152254,1.000000,441.000000
-87.724170,0.000000,0.000000,-0.835488,-3.304793,-4.255083,-4.200953,1.330750,-9.792955,-3.900093,4.946473,-0.013158,0.576785,443.000000
-87.699120,0.000000,0.000000,-0.828801,-3.292416,-4.088335,-4.385106,1.342547,-9.792955,-3.900093,5.383141,-0.079806,0.975264,444.000000
-87.704050,0.000000,0.000000,-0.828809,-3.292469,-4.088335,-4.385911,1.342580,-9.793318,-3.899477,5.382908,-0.080075,1.000000,445.000000
-88.461460,0.000000,0.000000,-0.830460,-3.302983,-4.088335,-4.575754,1.350312,-9.747604,-3.729091,5.331963,-0.143455,1.000000,446.000000
-88.674960,0.000000,0.000000,-0.824419,-3.308318,-4.132982,-4.525721,1.324592,-9.747604,-3.729091,5.068354,-0.161778,1.000000,447.000000
-88.467900,0.000000,0.000000,-0.837144,-3.310809,-4.290218,-4.353430,1.332675,-9.747604,-3.729091,4.799449,-0.064837,0.812969,450.000000
-89.068660,0.000000,0.000000,-0.813243,-3.311923,-4.217371,-4.435967,1.275019,-9.747604,-3.729091,4.589323,-0.207382,1.000000,451.000000
-88.760630,0.000000,0.000000,-0.821031,-3.308692,-4.338642,-4.247563,1.268300,-9.747604,-3.729091,4.191196,-0.137072,0.734894,454.000000
-87.451970,0.045524,0.000000,-0.814046,-3.300343,-4.074847,-4.169008,1.222442,-9.747604,-3.729091,3.772702,-0.196502,0.270183,455.000000
-87.473110,0.047622,0.000000,-0.814273,-3.298305,-4.074847,-4.206223,1.221915,-9.707065,-3.689196,3.764738,-0.209005,1.000000,457.000000
-87.138360,0.057785,0.000000,-0.815349,-3.285786,-4.074846,-4.391493,1.219667,-9.356880,-3.469379,3.729724,-0.270675,0.715513,458.000000
-87.450960,0.045467,0.000000,-0.814040,-3.300395,-4.074846,-4.168002,1.222456,-9.748556,-3.730145,3.772921,-0.196164,1.000000,459.000000
-87.314290,0.054757,0.000000,-0.815032,-3.290001,-4.074846,-4.335263,1.220287,-9.488501,-3.539385,3.739540,-0.252058,0.872262,460.000000
-86.470930,0.143302,0.000000,-0.806299,-3.281176,-3.893044,-4.359428,1.176017,-9.488501,-3.539385,3.570112,-0.347945,0.430262,461.000000
-86.669490,0.133271,0.000000,-0.800573,-3.285323,-3.829483,-4.437931,1.158845,-9.488501,-3.539385,3.760819,-0.425216,1.000000,466.000000
-86.873700,0.126939,0.000000,-0.800309,-3.290633,-3.829483,-4.375827,1.160858,-9.622177,-3.622946,3.765784,-0.402914,1.000000,468.000000
-85.474880,0.082394,0.000000,-0.798403,-3.311066,-3.829483,-3.969191,1.177679,-9.597793,-4.010970,3.825002,-0.253647,0.246890,469.000000
-86.746720,0.104095,0.000000,-0.799344,-3.304463,-3.829483,-4.162121,1.168874,-9.805730,-3.865833,3.791137,-0.325165,1.000000,471.000000
-86.084400,0.143753,0.000000,-0.801006,-3.274838,-3.829483,-4.544494,1.155701,-9.178764,-3.385653,3.754844,-0.463174,0.515656,472.000000
-86.773110,0.081043,0.000000,-0.805799,-3.280509,-3.924138,-4.550774,1.185484,-9.178764,-3.385653,3.786108,-0.397319,1.000000,473.000000
-87.523570,0.019378,0.000000,-0.807451,-3.288034,-4.007014,-4.587518,1.206122,-9.178764,-3.385653,3.944501,-0.374242,1.000000,475.000000
-88.691540,0.000000,0.000000,-0.813883,-3.301483,-4.278963,-4.655868,1.262119,-9.178764,-3.385653,4.312986,-0.300430,1.000000,476.000000
-88.553340,0.000000,0.000000,-0.811700,-3.308045,-4.170790,-4.754673,1.275532,-9.178764,-3.385653,4.653962,-0.334733,0.870926,477.000000
-88.325190,0.000000,0.000000,-0.829320,-3.310955,-4.186160,-4.765390,1.331611,-9.178764,-3.385653,4.871002,-0.232161,0.795999,479.000000
-88.843620,0.000000,0.000000,-0.830855,-3.301208,-4.226857,-4.837129,1.353590,-9.178764,-3.385653,4.788689,-0.153697,1.000000,480.000000
-88.784410,0.000000,0.000000,-0.831546,-3.350810,-4.226857,-5.070992,1.272565,-8.855617,-2.951445,4.822112,-0.247198,0.942507,481.000000
-88.405940,0.000000,0.000000,-0.831667,-3.358643,-4.226857,-5.115042,1.258673,-8.671236,-2.851068,4.830277,-0.264239,0.684913,484.000000
-86.817440,0.000000,0.000000,-0.827626,-3.362551,-4.092174,-4.960227,1.182411,-8.671236,-2.851068,5.165760,-0.353000,0.204232,486.000000
-85.455410,0.000000,0.000000,-0.827813,-3.377283,-4.092174,-5.042504,1.149982,-8.115782,-2.613364,5.193031,-0.384799,0.256140,487.000000
-85.560100,0.000000,0.000000,-0.827801,-3.376420,-4.092174,-5.037219,1.151983,-8.157567,-2.629129,5.191173,-0.382796,1.000000,489.000000
-86.291880,0.000000,0.000000,-0.827710,-3.369337,-4.092174,-4.996259,1.167883,-8.452997,-2.749217,5.177270,-0.367085,1.000000,490.000000
-86.211490,0.000000,0.000000,-0.828305,-3.376369,-4.133352,-4.932362,1.185842,-8.452997,-2.749217,5.081958,-0.400646,0.922763,491.000000
-86.467540,0.000000,0.000000,-0.827773,-3.365773,-4.086566,-5.037636,1.167901,-8.452997,-2.749217,5.188771,-0.346135,1.000000,492.000000
-86.621960,0.000000,0.000000,-0.827750,-3.363837,-4.086566,-5.027231,1.171887,-8.517675,-2.777972,5.185669,-0.342007,1.000000,493.000000
-87.603230,0.000000,0.000000,-0.827540,-3.345372,-4.086566,-4.936529,1.208219,-8.954826,-3.014631,5.160788,-0.305320,1.000000,495.000000
-87.595830,0.000000,0.000000,-0.827542,-3.345595,-4.086566,-4.937551,1.207795,-8.951155,-3.012125,5.161047,-0.305740,0.992627,496.000000
-87.904340,0.000000,0.000000,-0.827381,-3.330399,-4.086566,-4.870988,1.236067,-9.132137,-3.166459,5.145095,-0.278093,1.000000,497.000000
-87.832620,0.000000,0.000000,-0.827599,-3.337977,-4.107100,-4.826467,1.243011,-9.132137,-3.166459,5.091793,-0.310150,0.930788,498.000000
-87.323930,0.000000,0.000000,-0.827213,-3.300837,-4.107100,-4.681444,1.310722,-9.129836,-3.439655,5.058697,-0.249298,0.601283,499.000000
-87.131550,0.000000,0.000000,-0.826464,-3.292502,-4.066822,-4.701121,1.293473,-9.129836,-3.439655,5.169114,-0.227688,0.824991,500.000000
-85.786100,0.000000,0.000000,-0.826197,-3.261747,-4.066822,-4.597332,1.345255,-8.823642,-3.561360,5.152238,-0.181312,0.260424,501.000000
-86.195010,0.000000,0.000000,-0.826265,-3.269751,-4.066822,-4.623518,1.332010,-8.922099,-3.536436,5.156120,-0.193124,1.000000,502.000000
-86.568460,0.000000,0.000000,-0.827693,-3.290625,-4.151362,-4.572659,1.364461,-8.922099,-3.536436,4.934450,-0.253354,1.000000,503.000000
-87.950380,0.000000,0.000000,-0.828299,-3.344585,-4.151362,-4.779712,1.265416,-9.147348,-3.185410,4.984374,-0.337742,1.000000,504.000000
-88.280570,0.000000,0.000000,-0.827871,-3.317003,-4.090019,-4.941421,1.248943,-9.147348,-3.185410,5.141062,-0.213791,1.000000,505.000000
-87.732610,0.000000,0.000000,-0.828149,-3.343596,-4.090019,-5.060457,1.203593,-8.810720,-2.925333,5.163032,-0.263807,0.578129,507.000000
-87.727790,0.000000,0.000000,-0.828150,-3.343712,-4.090019,-5.061017,1.203389,-8.808374,-2.924003,5.163148,-0.264039,0.995190,508.000000
-87.632350,0.000000,0.000000,-0.828174,-3.345899,-4.090019,-5.071631,1.199536,-8.762532,-2.898624,5.165370,-0.268432,0.908976,509.000000
-88.806760,0.000000,0.000000,-0.831927,-3.345524,-4.217379,-5.160207,1.268472,-8.762532,-2.898624,4.859463,-0.193814,1.000000,511.000000
