Total,Clearance,Circulation,PairwiseDistance,PairwiseAngle,ConversationDistance,ConversationAngle,Balance,Alignment,WallAlignment,Symmetry,Emphasis,AcceptanceProbability,Iteration
-89.682010,0.000000,0.000000,-0.835733,-3.339422,-4.325161,-5.240493,1.321863,-8.762532,-2.898624,4.672005,-0.071742,1.000000,512.000000
-89.258350,0.000000,0.000000,-0.833512,-3.328378,-4.239180,-5.263552,1.293568,-8.762532,-2.898624,4.866726,-0.065587,0.654641,513.000000
-89.655200,0.000000,0.000000,-0.833214,-3.307302,-4.239180,-5.155048,1.321416,-9.060265,-3.095002,4.862475,-0.021687,1.000000,514.000000
-89.428220,0.000000,0.000000,-0.832036,-3.304221,-4.198290,-5.155684,1.305012,-9.060265,-3.095002,4.951426,-0.036551,0.796929,515.000000
-89.259470,0.000000,0.000000,-0.832194,-3.316566,-4.198290,-5.215982,1.288663,-8.912789,-2.986784,4.953992,-0.061249,0.844723,516.000000
-89.053120,0.000000,0.000000,-0.832299,-3.324684,-4.198290,-5.257474,1.277813,-8.780379,-2.908371,4.956247,-0.078181,0.813547,518.000000
-86.805710,0.000000,0.000000,-0.832811,-3.362111,-4.198290,-5.477194,1.226313,-7.669488,-2.458955,4.975348,-0.166918,0.105673,519.000000
-87.559110,0.000000,0.000000,-1.079958,-3.328356,-4.148508,-5.575492,1.206393,-7.669488,-2.458955,4.978841,-0.177758,1.000000,520.000000
-88.312340,0.000000,0.000000,-1.127901,-3.451967,-4.148508,-5.906129,1.244435,-7.373822,-1.937133,4.857730,-0.212893,1.000000,521.000000
-88.120150,0.000000,0.000000,-1.127901,-3.479507,-4.148508,-5.997577,1.252063,-7.144959,-1.802383,4.826938,-0.223994,0.825148,522.000000
-89.532350,0.000000,0.000000,-1.127901,-3.625513,-4.412656,-5.910138,1.241696,-7.144959,-1.802383,4.663075,-0.194791,1.000000,523.000000
-91.302350,0.000000,0.000000,-1.122020,-3.643888,-4.499138,-6.097759,1.198198,-7.144959,-1.802383,4.530869,-0.215574,1.000000,524.000000
-94.703370,0.000000,0.000000,-0.367281,-3.798552,-5.099627,-6.299078,1.122213,-7.144959,-1.802383,4.106300,-0.204335,1.000000,528.000000
-95.335140,0.000000,0.000000,-0.426015,-3.765547,-5.099627,-6.131246,1.113123,-7.559439,-2.083907,4.158141,-0.188847,1.000000,530.000000
-97.355250,0.000000,0.000000,-1.092134,-3.718565,-5.046572,-6.304250,1.080501,-7.559439,-2.083907,4.145174,-0.223927,1.000000,531.000000
-97.749530,0.000000,0.000000,-1.002834,-3.732517,-5.095985,-6.343331,1.070043,-7.559439,-2.083907,4.091180,-0.225228,1.000000,534.000000
-97.526220,0.000000,0.000000,-0.945592,-3.705130,-5.095985,-6.227547,1.064575,-7.687005,-2.263328,4.130042,-0.211244,0.799871,535.000000
-97.743930,0.000000,0.000000,-0.999082,-3.730782,-5.095985,-6.335478,1.069697,-7.571643,-2.096011,4.093786,-0.224247,1.000000,536.000000
-97.716380,0.000000,0.000000,-1.050681,-3.753996,-5.095985,-6.447166,1.074311,-7.357170,-1.926114,4.057222,-0.238577,0.972819,539.000000
-99.508680,0.000000,0.000000,-0.448561,-3.775159,-5.224669,-6.773594,0.998646,-7.357170,-1.926114,3.815731,-0.301017,1.000000,544.000000
-99.706200,0.000000,0.000000,-0.518394,-3.794465,-5.296085,-6.722147,1.007748,-7.357170,-1.926114,3.787561,-0.270831,1.000000,548.000000
-99.796300,0.000000,0.000000,-0.498069,-3.767261,-5.296085,-6.574513,1.004523,-7.620158,-2.150203,3.835697,-0.249013,1.000000,549.000000
-101.070700,0.000000,0.000000,-0.359520,-3.785403,-5.296589,-6.773517,0.961249,-7.620158,-2.150203,3.670321,-0.283519,1.000000,550.000000
-100.495300,0.000000,0.000000,-0.345040,-3.745611,-5.296589,-6.587409,0.959534,-7.685181,-2.429371,3.734185,-0.253509,0.562483,551.000000
-99.906730,0.000000,0.000000,-0.288313,-3.697013,-5.145367,-6.643323,0.940559,-7.685181,-2.429371,3.791798,-0.319891,0.555095,552.000000
-99.164250,0.000000,0.000000,-0.283480,-3.671607,-5.145367,-6.543913,0.940026,-7.581322,-2.551242,3.827547,-0.300493,0.475933,553.000000
-98.288210,0.000000,0.000000,-0.279080,-3.647685,-5.145367,-6.459466,0.939644,-7.410652,-2.644371,3.859006,-0.284274,0.416427,554.000000
-98.664890,0.000000,0.000000,-0.279544,-3.663508,-5.172842,-6.487322,0.936445,-7.410652,-2.644371,3.839604,-0.279674,1.000000,558.000000
-97.120060,0.000000,0.000000,-0.261071,-3.663508,-5.172842,-6.487322,0.856526,-6.591210,-2.812711,3.839604,-0.279674,0.213350,560.000000
-98.755410,0.000000,0.000000,-0.282433,-3.663508,-5.172842,-6.487322,0.948248,-7.491961,-2.604043,3.839604,-0.279674,1.000000,561.000000
-98.194130,0.000000,0.000000,-0.271540,-3.663508,-5.172842,-6.487322,0.902767,-7.116133,-2.736783,3.839604,-0.279674,0.570479,563.000000
-97.858740,0.000000,0.000000,-0.182859,-3.651692,-5.172842,-6.487322,0.968729,-7.116133,-2.736783,3.839604,-0.279674,0.715061,564.000000
-98.257740,0.031765,0.000000,-0.190776,-3.651692,-5.172842,-6.487322,1.037335,-7.581019,-2.542558,3.839604,-0.279674,1.000000,565.000000
-98.366690,0.000000,0.000000,-0.261905,-3.588262,-5.172842,-6.487322,0.975158,-7.581019,-2.542558,3.839604,-0.279674,1.000000,566.000000
-98.359720,0.000000,0.000000,-0.260873,-3.588262,-5.172842,-6.487322,0.970113,-7.555989,-2.562597,3.839604,-0.279674,0.993051,567.000000
-98.504170,0.000000,0.000000,-0.311407,-3.588244,-5.172842,-6.487322,0.941131,-7.555989,-2.562597,3.839604,-0.279674,1.000000,568.000000
-97.958740,0.000000,0.000000,-0.297993,-3.588244,-5.172842,-6.487322,0.890122,-7.152239,-2.728299,3.839604,-0.279674,0.579591,569.000000
-98.350900,0.000000,0.000000,-0.305111,-3.588244,-5.172842,-6.487322,0.917561,-7.398643,-2.649530,3.839604,-0.279674,1.000000,570.000000
-97.983730,0.000000,0.000000,-0.327452,-3.588244,-5.172842,-6.487322,0.998333,-7.661110,-2.270787,3.839604,-0.279674,0.692696,571.000000
-97.523780,0.000000,0.000000,-0.319104,-3.499143,-5.172842,-6.487322,0.996836,-7.661110,-2.270787,3.839604,-0.279674,0.631313,573.000000
-98.048470,0.000000,0.000000,-0.307622,-3.499143,-5.172842,-6.487322,0.952538,-7.615920,-2.508461,3.839604,-0.279674,1.000000,574.000000
-98.569040,0.000000,0.000000,-0.298684,-3.610158,-5.172842,-6.487322,0.963626,-7.615920,-2.508461,3.839604,-0.279674,1.000000,575.000000
-99.111660,0.000000,0.000000,-0.289859,-3.725338,-5.172842,-6.487322,0.974042,-7.615920,-2.508461,3.839604,-0.279674,1.000000,576.000000
-99.548340,0.000000,0.000000,-0.376551,-3.767633,-5.172842,-6.487322,0.939495,-7.615920,-2.508461,3.839604,-0.279674,1.000000,577.000000
-99.548130,0.000000,0.000000,-0.376608,-3.767633,-5.172842,-6.487322,0.939615,-7.616408,-2.507913,3.839604,-0.279674,0.999786,578.000000
-98.986840,0.000000,0.000000,-0.399882,-3.767633,-5.172842,-6.487322,0.986363,-7.654424,-2.254813,3.839604,-0.279674,0.570474,579.000000
-98.346740,0.000000,0.000000,-0.304017,-3.688434,-5.172842,-6.487322,1.021284,-7.654424,-2.254813,3.839604,-0.279674,0.527241,580.000000
-98.516490,0.000000,0.000000,-0.343246,-3.701359,-5.172842,-6.487322,1.003504,-7.654424,-2.254813,3.839604,-0.279674,1.000000,585.000000
-98.159670,0.000000,0.000000,-0.288994,-3.659011,-5.172842,-6.487322,1.027887,-7.654424,-2.254813,3.839604,-0.279674,0.699894,586.000000
-98.361160,0.000000,0.000000,-0.260225,-3.717094,-5.172842,-6.487322,1.048815,-7.654424,-2.254813,3.839604,-0.279674,1.000000,588.000000
-98.765440,0.000000,0.000000,-0.449955,-3.697560,-5.172842,-6.487322,0.967153,-7.654424,-2.254813,3.839604,-0.279674,1.000000,589.000000
-98.788600,0.000000,0.000000,-0.393182,-3.697560,-5.172842,-6.487322,0.863866,-7.180790,-2.721155,3.839604,-0.279674,1.000000,591.000000
-98.770480,0.000000,0.000000,-0.318034,-3.731953,-5.172842,-6.487322,0.890390,-7.180790,-2.721155,3.839604,-0.279674,0.982043,592.000000
-98.994290,0.000000,0.000000,-0.323013,-3.731953,-5.172842,-6.487322,0.904930,-7.314831,-2.681378,3.839604,-0.279674,1.000000,594.000000
-99.085700,0.000000,0.000000,-0.327132,-3.748210,-5.172842,-6.487322,0.903668,-7.314831,-2.681378,3.839604,-0.279674,1.000000,595.000000
-99.321310,0.000000,0.000000,-0.335915,-3.748210,-5.172842,-6.487322,0.927566,-7.496068,-2.601699,3.839604,-0.279674,1.000000,597.000000
-99.127850,0.000000,0.000000,-0.335821,-3.750577,-5.172842,-6.479089,0.929647,-7.414479,-2.620721,3.827392,-0.271283,0.824098,600.000000
-99.180080,0.000000,0.000000,-0.334185,-3.761322,-5.145884,-6.470823,0.932174,-7.414479,-2.620721,3.691848,-0.298731,1.000000,601.000000
-100.106200,0.000000,0.000000,-0.335653,-3.711401,-5.145884,-6.630081,0.901208,-8.020374,-2.073998,3.817705,-0.447430,1.000000,602.000000
-100.432600,0.000000,0.000000,-0.334973,-3.740185,-5.145884,-6.555661,0.915101,-7.967582,-2.389297,3.751964,-0.376603,1.000000,603.000000
-99.582880,0.000000,0.000000,-0.334361,-3.757535,-5.145884,-6.489680,0.928282,-7.573111,-2.581051,3.703928,-0.315815,0.427553,606.000000
-100.471800,0.000000,0.000000,-0.335053,-3.737369,-5.145884,-6.564368,0.913418,-7.997745,-2.357779,3.758354,-0.384754,1.000000,607.000000
-100.423800,0.000000,0.000000,-0.334959,-3.740662,-5.145884,-6.554147,0.915396,-7.961761,-2.394629,3.750885,-0.375189,0.953181,608.000000
-100.158300,0.000000,0.000000,-0.333269,-3.744586,-5.107736,-6.515293,0.909060,-7.961761,-2.394629,3.694177,-0.412891,0.766773,609.000000
-100.305900,0.000000,0.000000,-0.334765,-3.733408,-5.172842,-6.535453,0.906586,-7.961761,-2.394629,3.859305,-0.393485,1.000000,610.000000
-100.748500,0.000000,0.000000,-0.338095,-3.735699,-5.172842,-6.608294,0.929148,-7.961761,-2.394629,3.739611,-0.295060,1.000000,612.000000
-99.814510,0.000000,0.000000,-0.331507,-3.735666,-5.172842,-6.455406,0.885740,-7.961761,-2.394629,3.997170,-0.484164,0.392973,613.000000
-99.252300,0.000000,0.000000,-0.331106,-3.750691,-5.172842,-6.407109,0.897842,-7.672215,-2.549648,3.946659,-0.441381,0.569952,614.000000
-98.960290,0.000000,0.000000,-0.329823,-3.749945,-5.172842,-6.367232,0.887150,-7.672215,-2.549648,4.051162,-0.483391,0.746757,615.000000
-96.206750,0.000000,0.000000,-0.329030,-3.769893,-5.172842,-6.266365,0.915427,-6.622418,-2.715459,3.959776,-0.397891,0.063702,616.000000
-95.269840,0.000000,0.000000,-0.327083,-3.773568,-5.014095,-6.182924,0.909729,-6.622418,-2.715459,3.812976,-0.426794,0.391839,620.000000
-98.487280,0.000000,0.000000,-0.328526,-3.722522,-5.014095,-6.405408,0.854942,-8.048532,-2.140558,4.062380,-0.600856,1.000000,621.000000
-98.717030,0.000000,0.000000,-0.328249,-3.738601,-5.014095,-6.362717,0.864718,-8.022019,-2.324922,4.002388,-0.566963,1.000000,625.000000
-98.436440,0.000000,0.000000,-0.327956,-3.751794,-5.014095,-6.317580,0.875496,-7.834722,-2.480350,3.946169,-0.531427,0.755335,626.000000
-97.184070,0.000000,0.000000,-0.324901,-3.748214,-4.966325,-6.189973,0.840705,-7.834722,-2.480350,4.365661,-0.627099,0.285826,628.000000
-97.336110,0.000000,0.000000,-0.325387,-3.750376,-4.945523,-6.210325,0.849131,-7.834722,-2.480350,4.230672,-0.606104,1.000000,629.000000
-96.176280,0.000000,0.000000,-0.325019,-3.764494,-4.945523,-6.147743,0.867687,-7.332983,-2.637287,4.148431,-0.559499,0.313538,631.000000
-97.687920,0.000000,0.000000,-0.329592,-3.769225,-4.963178,-6.317670,0.916793,-7.332983,-2.637287,3.519689,-0.393083,1.000000,634.000000
-97.499080,0.000000,0.000000,-0.329973,-3.772161,-4.868949,-6.316485,0.928401,-7.332983,-2.637287,3.288970,-0.359519,0.827923,635.000000
-97.690020,0.000108,0.000000,-0.330983,-3.773227,-4.852197,-6.345328,0.939296,-7.332983,-2.637287,3.157087,-0.322168,1.000000,636.000000
-97.272020,0.000000,0.000000,-0.330861,-3.774455,-4.852197,-6.326573,0.942085,-7.186611,-2.662025,3.147010,-0.308346,0.658363,638.000000
-97.637340,0.004975,0.000000,-0.332642,-3.775158,-4.853606,-6.380868,0.957029,-7.186611,-2.662025,3.011322,-0.251754,1.000000,639.000000
-97.559460,0.000000,0.000000,-0.333050,-3.772708,-4.776078,-6.456391,0.971835,-7.186611,-2.662025,3.235096,-0.258411,0.925075,640.000000
-97.011320,0.000000,0.000000,-0.331043,-3.762037,-4.776078,-6.146066,0.958148,-7.483298,-2.957999,3.283610,-0.175938,0.578028,641.000000
-96.776440,0.000000,0.000000,-0.335274,-3.776079,-4.776078,-6.859933,0.987943,-6.278932,-2.229469,3.191861,-0.364352,0.790661,642.000000
-97.497150,0.000000,0.000000,-0.332390,-3.769843,-4.776078,-6.350110,0.967238,-7.330549,-2.769047,3.250219,-0.230263,1.000000,643.000000
-97.076840,0.000000,0.000000,-0.334815,-3.776364,-4.776078,-6.769140,0.984542,-6.528721,-2.328086,3.199619,-0.340646,0.656843,644.000000
-96.965160,0.000000,0.000000,-0.335000,-3.776324,-4.776078,-6.805183,0.985910,-6.432439,-2.288890,3.196402,-0.350066,0.894331,645.000000
-97.267930,0.000000,0.000000,-0.334433,-3.776157,-4.776078,-6.697187,0.981747,-6.709030,-2.406266,3.206584,-0.321805,1.000000,646.000000
-97.525760,0.000000,0.000000,-0.332567,-3.770678,-4.776078,-6.378130,0.968461,-7.296774,-2.741312,3.246081,-0.237694,1.000000,647.000000
-97.500660,0.002202,0.000000,-0.314179,-3.775320,-4.587521,-6.458647,0.912641,-7.296774,-2.741312,3.167183,-0.347879,0.975212,648.000000
-96.332230,0.077521,0.000000,-0.311306,-3.776640,-4.461226,-6.358960,0.881201,-7.296774,-2.741312,2.843720,-0.363187,0.310856,650.000000
-97.083520,0.011134,0.000000,-0.304558,-3.776572,-4.408046,-6.516853,0.875346,-7.296774,-2.741312,3.291501,-0.434346,1.000000,653.000000
-96.921260,0.016876,0.000000,-0.304947,-3.776896,-4.408046,-6.638640,0.879249,-7.082875,-2.597408,3.287309,-0.469605,0.850225,655.000000
-94.459960,0.000000,0.000000,-0.289203,-3.776787,-4.285115,-6.385574,0.801309,-7.082875,-2.597408,4.122043,-0.667014,0.085324,656.000000
-95.181840,0.000000,0.000000,-0.290197,-3.777382,-4.373043,-6.464596,0.823644,-7.082875,-2.597408,4.173914,-0.643462,1.000000,657.000000
-95.617580,0.000000,0.000000,-0.289791,-3.775705,-4.373043,-6.303891,0.816437,-7.410127,-2.846006,4.157678,-0.585964,1.000000,663.000000
-95.416490,0.000000,0.000000,-0.290060,-3.777308,-4.373043,-6.408818,0.821068,-7.224360,-2.687660,4.167229,-0.623533,0.817834,665.000000
-94.130180,0.000000,0.000000,-0.286718,-3.777504,-4.356460,-6.226319,0.790208,-7.224360,-2.687660,4.390446,-0.681178,0.276289,669.000000
-93.689350,0.000000,0.000000,-0.285880,-3.766793,-4.356460,-5.893597,0.778238,-7.418994,-3.167279,4.352725,-0.550602,0.643504,670.000000
-94.247950,0.000000,0.000000,-0.286654,-3.777502,-4.356460,-6.199371,0.788981,-7.289654,-2.735718,4.385549,-0.670646,1.000000,671.000000
-94.435840,0.000000,0.000000,-0.286347,-3.775390,-4.356460,-6.073782,0.783774,-7.475473,-2.940153,4.367195,-0.621455,1.000000,676.000000
-95.316440,0.052373,0.000000,-0.292560,-3.776547,-4.204151,-6.271950,0.803470,-7.475473,-2.940153,3.651452,-0.532118,1.000000,677.000000
-94.179960,0.052373,0.000000,-0.292711,-3.783968,-4.204151,-6.348412,0.791531,-6.968362,-2.802941,3.717304,-0.558209,0.320946,680.000000
-96.511620,0.052373,0.000000,-0.292366,-3.766400,-4.204151,-6.181536,0.818912,-8.018433,-3.103616,3.574306,-0.500855,1.000000,683.000000
-98.885630,0.052373,0.000000,-0.291669,-3.725302,-4.204151,-5.895511,0.876511,-9.233707,-3.586694,3.335150,-0.399255,1.000000,684.000000
-99.177860,0.052373,0.000000,-0.300501,-3.718755,-4.361277,-5.876996,0.970846,-9.233707,-3.586694,3.167114,-0.162626,1.000000,685.000000
-99.328040,0.052373,0.000000,-0.291449,-3.740775,-4.331076,-5.830298,0.880593,-9.233707,-3.586694,3.160074,-0.479368,1.000000,686.000000
-99.007830,0.052373,0.000000,-0.291601,-3.749506,-4.331076,-5.888163,0.867248,-9.047020,-3.492326,3.209066,-0.499625,0.725994,687.000000
-97.797940,0.052373,0.000000,-0.291944,-3.767903,-4.331076,-6.025659,0.837686,-8.449058,-3.249512,3.326239,-0.546857,0.298229,690.000000
-98.899140,0.052373,0.000000,-0.291643,-3.751814,-4.331076,-5.904126,0.863658,-8.988591,-3.465366,3.222615,-0.505175,1.000000,691.000000
-98.854380,0.052373,0.000000,-0.290519,-3.681593,-4.331076,-5.505366,0.964441,-9.530782,-3.987837,2.888491,-0.361714,0.956225,692.000000
-99.112500,0.052373,0.000000,-0.291558,-3.747038,-4.331076,-5.871415,0.871057,-9.105124,-3.520198,3.194867,-0.493784,1.000000,693.000000
-99.563670,0.052373,0.000000,-0.289717,-3.764950,-4.481383,-5.775401,0.861209,-9.105124,-3.520198,3.010748,-0.635047,1.000000,694.000000
-100.162000,0.052373,0.000000,-0.289208,-3.734595,-4.481383,-5.581089,0.915122,-9.551153,-3.830776,2.840106,-0.570790,1.000000,695.000000
-100.157200,0.052373,0.000000,-0.289370,-3.744815,-4.481383,-5.641316,0.897750,-9.472666,-3.744807,2.893050,-0.591141,0.995122,696.000000
-99.747310,0.052373,0.000000,-0.288597,-3.739704,-4.384996,-5.653152,0.880791,-9.472666,-3.744807,2.974740,-0.579180,0.663749,699.000000
-99.414210,0.052373,0.000000,-0.288186,-3.710566,-4.384996,-5.496847,0.928483,-9.566088,-3.946572,2.834780,-0.524032,0.716699,700.000000
-98.950420,0.052373,0.000000,-0.287901,-3.698447,-4.273890,-5.530705,0.916431,-9.566088,-3.946572,2.966362,-0.476192,0.628900,701.000000
-99.068930,0.052373,0.000000,-0.286480,-3.713316,-4.319751,-5.475057,0.903105,-9.566088,-3.946572,2.883803,-0.571094,1.000000,702.000000
-99.601350,0.052373,0.000000,-0.286722,-3.725491,-4.447749,-5.438943,0.917869,-9.566088,-3.946572,2.737026,-0.622211,1.000000,705.000000
-98.731180,0.052373,0.000000,-0.285073,-3.727717,-4.277895,-5.403543,0.890971,-9.566088,-3.946572,2.800834,-0.659485,0.418880,706.000000
-98.617320,0.052373,0.000000,-0.285613,-3.711590,-4.225847,-5.470947,0.886333,-9.566088,-3.946572,2.958970,-0.580127,0.892382,709.000000
-97.356990,0.052373,0.000000,-0.284813,-3.671608,-3.911785,-5.605693,0.850309,-9.566088,-3.946572,3.485084,-0.441163,0.283563,711.000000
-96.547770,0.052373,0.000000,-0.283482,-3.669197,-3.743776,-5.604906,0.820868,-9.566088,-3.946572,3.668689,-0.462863,0.445202,712.000000
-96.921680,0.052373,0.000000,-0.283735,-3.700678,-3.743776,-5.740764,0.771025,-9.501863,-3.771670,3.798408,-0.516482,1.000000,715.000000
-96.591560,0.052373,0.000000,-0.283291,-3.694378,-3.667516,-5.764516,0.758528,-9.501863,-3.771670,3.939114,-0.503232,0.718835,717.000000
-98.105590,0.052373,0.000000,-0.285191,-3.721835,-4.024626,-5.660807,0.813559,-9.501863,-3.771670,3.356828,-0.570267,1.000000,718.000000
-97.937710,0.052373,0.000000,-0.284979,-3.700865,-4.024626,-5.561700,0.848761,-9.576298,-3.908122,3.261721,-0.532783,0.845458,719.000000
-99.902970,0.052373,0.000000,-0.230526,-3.721520,-4.189112,-5.707466,0.819060,-9.576298,-3.908122,2.907197,-0.572048,1.000000,721.000000
-100.996000,0.052373,0.000000,-0.201483,-3.729544,-4.202875,-5.815636,0.795118,-9.576298,-3.908122,2.581691,-0.617527,1.000000,723.000000
-101.041800,0.052373,0.000000,-0.201742,-3.731138,-4.202875,-5.822733,0.794758,-9.578192,-3.901250,2.576610,-0.619098,1.000000,724.000000
-101.513300,0.052373,0.000000,-0.205207,-3.751918,-4.202875,-5.921209,0.790143,-9.550314,-3.797943,2.507586,-0.640938,1.000000,726.000000
-101.317100,0.052373,0.000000,-0.212933,-3.763442,-4.230913,-5.905336,0.800798,-9.550314,-3.797943,2.748907,-0.612014,0.821819,727.000000
-100.822100,0.052373,0.000000,-0.208907,-3.741903,-4.230913,-5.802073,0.805458,-9.576258,-3.908246,2.820776,-0.590605,0.609583,729.000000
-100.951000,0.052373,0.000000,-0.209750,-3.746515,-4.230913,-5.823062,0.804450,-9.580338,-3.887175,2.805951,-0.594937,1.000000,731.000000
-100.804600,0.052373,0.000000,-0.208798,-3.741307,-4.230913,-5.799401,0.805588,-9.575375,-3.910873,2.822673,-0.590054,0.863825,733.000000
-100.879200,0.052373,0.000000,-0.209269,-3.743893,-4.230913,-5.811062,0.805022,-9.578623,-3.899316,2.814414,-0.592459,1.000000,734.000000
-99.994850,0.052373,0.000000,-0.225955,-3.718919,-4.162077,-5.726543,0.814099,-9.578623,-3.899316,2.803020,-0.584335,0.413003,736.000000
-100.620800,0.052373,0.000000,-0.239709,-3.780616,-4.162077,-6.047544,0.804538,-9.177787,-3.527835,2.588570,-0.650324,1.000000,737.000000
-100.389600,0.052373,0.000000,-0.243354,-3.795487,-4.162077,-6.145597,0.802470,-8.909857,-3.401427,2.527516,-0.670781,0.793525,738.000000
-102.704600,0.052373,0.000000,-0.186171,-3.823725,-4.243444,-6.377703,0.750671,-8.909857,-3.401427,2.133657,-0.769370,1.000000,739.000000
-102.217400,0.052373,0.000000,-0.188189,-3.836634,-4.243444,-6.485664,0.746559,-8.537610,-3.252800,2.067814,-0.795933,0.614303,740.000000
-101.954600,0.052373,0.000000,-0.189028,-3.841787,-4.243444,-6.533489,0.744908,-8.355305,-3.187166,2.039385,-0.807694,0.768906,741.000000
-101.430300,0.052373,0.000000,-0.200219,-3.847772,-4.275159,-6.488171,0.764565,-8.355305,-3.187166,2.379650,-0.745915,0.591988,742.000000
-102.470000,0.052373,0.000000,-0.195048,-3.820004,-4.275159,-6.251520,0.772942,-9.154789,-3.515995,2.525413,-0.692201,1.000000,745.000000
-102.591900,0.052373,0.000000,-0.191190,-3.796870,-4.275159,-6.100101,0.779824,-9.473552,-3.716105,2.624434,-0.658175,1.000000,746.000000
-102.248500,0.052373,0.000000,-0.187758,-3.774618,-4.275159,-5.978925,0.786431,-9.578510,-3.859811,2.707371,-0.631183,0.709388,748.000000
-105.814400,0.052373,0.000000,-0.141882,-3.792391,-4.280644,-6.344823,0.711739,-9.578510,-3.859811,1.763664,-0.926863,1.000000,749.000000
-106.111200,0.052373,0.000000,-0.143553,-3.815189,-4.280644,-6.470859,0.699048,-9.450698,-3.697247,1.676406,-0.969782,1.000000,751.000000
-106.103500,0.052373,0.000000,-0.143339,-3.812369,-4.280644,-6.453931,0.700642,-9.478603,-3.720483,1.687764,-0.964079,0.992332,752.000000
-105.860600,0.052373,0.000000,-0.145188,-3.835692,-4.280644,-6.608947,0.687183,-9.116291,-3.496678,1.587537,-1.015666,0.784364,754.000000
-106.066000,0.052373,0.000000,-0.142948,-3.807137,-4.280644,-6.423610,0.703581,-9.520627,-3.761129,1.708380,-0.953818,1.000000,758.000000
-106.123500,0.052373,0.000000,-0.143907,-3.815272,-4.314489,-6.442809,0.712653,-9.520627,-3.761129,1.903275,-0.926639,1.000000,759.000000
-106.270800,0.052373,0.000000,-0.167238,-3.822747,-4.314489,-6.442809,0.670478,-9.520627,-3.761129,1.903275,-0.926639,1.000000,760.000000
-106.209700,0.052373,0.000000,-0.167844,-3.822747,-4.314489,-6.442809,0.675243,-9.518660,-3.741036,1.903275,-0.926639,0.940740,761.000000
-106.038400,0.052373,0.000000,-0.144617,-3.811191,-4.314489,-6.442809,0.719996,-9.518660,-3.741036,1.903275,-0.926639,0.842515,762.000000
-106.154300,0.052373,0.000000,-0.143638,-3.811191,-4.314489,-6.442809,0.709305,-9.518665,-3.781751,1.903275,-0.926639,1.000000,764.000000
-106.080400,0.052373,0.000000,-0.139060,-3.811191,-4.314489,-6.442809,0.658980,-9.318579,-3.925766,1.903275,-0.926639,0.928816,766.000000
-106.091800,0.052373,0.000000,-0.126746,-3.822599,-4.314489,-6.442809,0.672976,-9.318579,-3.925766,1.903275,-0.926639,1.000000,767.000000
-106.246200,0.052373,0.000000,-0.129466,-3.822599,-4.314489,-6.442809,0.709506,-9.491218,-3.834603,1.903275,-0.926639,1.000000,768.000000
-106.537600,0.052373,0.000000,-0.155912,-3.849996,-4.314489,-6.442809,0.641778,-9.491218,-3.834603,1.903275,-0.926639,1.000000,771.000000
-106.237700,0.052373,0.000000,-0.170256,-3.791179,-4.314489,-6.442809,0.664814,-9.491218,-3.834603,1.903275,-0.926639,0.740850,772.000000
-106.511200,0.052373,0.000000,-0.255532,-3.787022,-4.314489,-6.442809,0.582322,-9.491218,-3.834603,1.903275,-0.926639,1.000000,773.000000
-107.333300,0.052373,0.000000,-0.737770,-3.717761,-4.314489,-6.442809,0.446351,-9.491218,-3.834603,1.903275,-0.926639,1.000000,774.000000
-106.631700,0.052373,0.000000,-0.668279,-3.717761,-4.314489,-6.442809,0.425023,-9.122180,-3.965792,1.903275,-0.926639,0.495784,777.000000
-107.284900,0.052373,0.000000,-0.721144,-3.717761,-4.314489,-6.442809,0.441092,-9.442410,-3.874180,1.903275,-0.926639,1.000000,778.000000
-107.046300,0.052373,0.000000,-0.693902,-3.717761,-4.314489,-6.442809,0.432646,-9.309531,-3.928374,1.903275,-0.926639,0.787783,779.000000
-106.737500,0.052373,0.000000,-0.407186,-3.778605,-4.314489,-6.442809,0.459031,-9.309531,-3.928374,1.903275,-0.926639,0.734339,781.000000
-106.886500,0.052373,0.000000,-0.501375,-3.759124,-4.314489,-6.442809,0.420378,-9.309531,-3.928374,1.903275,-0.926639,1.000000,782.000000
-106.923900,0.052373,0.000000,-0.544269,-3.759124,-4.314489,-6.442809,0.449863,-9.513780,-3.722467,1.903275,-0.926639,1.000000,783.000000
-107.460500,0.052373,0.000000,-0.967126,-3.696414,-4.314489,-6.442809,0.446934,-9.513780,-3.722467,1.903275,-0.926639,1.000000,785.000000
-107.371400,0.052373,0.000000,-0.863270,-3.696414,-4.314489,-6.442809,0.425586,-9.357743,-3.913131,1.903275,-0.926639,0.914737,787.000000
-107.384300,0.052373,0.000000,-0.845344,-3.694843,-4.314489,-6.442809,0.387810,-9.357743,-3.913131,1.903275,-0.926639,1.000000,788.000000
-106.671100,0.052373,0.000000,-0.802765,-3.694843,-4.314489,-6.442809,0.379070,-9.038614,-3.975807,1.903275,-0.926639,0.490083,789.000000
-106.762300,0.052373,0.000000,-0.870247,-3.689392,-4.314489,-6.442809,0.390071,-9.038614,-3.975807,1.903275,-0.926639,1.000000,790.000000
-106.252100,0.052373,0.000000,-0.863043,-3.591380,-4.314489,-6.442809,0.393944,-9.038614,-3.975807,1.903275,-0.926639,0.600329,791.000000
-106.373000,0.052373,0.000000,-0.852051,-3.591380,-4.314489,-6.442809,0.394785,-9.103852,-3.968252,1.903275,-0.926639,1.000000,793.000000
